_id,episodeTitle,eventsNum,rssLifeExpectancy,fetchStatus,rssRegDate,day
56c468bb5adbab1a826c04ee,Apple resisting magistrate order to share iPhone information,733,5111,6,2016-02-17T14:33:53.842,2
56c468bb5adbab1a826c04ef,"Iran snubs Doha proposal, won't freeze on oil output levels",481,4794,6,2016-02-17T14:33:55.311,2
56c468bb5adbab1a826c04f0,China sends missiles to contested South China Sea island,441,5279,6,2016-02-17T14:33:56.890,2
56c468bb5adbab1a826c04f1,Syria aid convoys prepare to head to besieged areas,137,2371,6,2016-02-17T14:33:57.627,2
56c468bb5adbab1a826c04f2,Duchess of Cambridge stresses need for children's mental health resources in guest editor stint,48,1024,6,2016-02-17T14:33:58.482,2
56c468bb5adbab1a826c04f3,U.S. flies stealth jets over South Korea amid standoff with North,157,2622,6,2016-02-17T14:33:59.469,2
56c468bb5adbab1a826c04f4,Top EU politician applauds Merkel's migrant stance,10,285,6,2016-02-17T14:34:00.395,2
56c468bb5adbab1a826c04f5,Bottles thrown at Lokomotiv team bus in Turkey,38,831,6,2016-02-17T14:34:01.232,2
56c468bb5adbab1a826c04f6,Israel: Army has 'effective deterrence' against Hezbollah,7,134,6,2016-02-17T14:34:02.139,2
56c468bb5adbab1a826c04f7,Opening arguments to begin in trial for ex-BP rig supervisor,11,768,6,2016-02-17T14:34:03.078,2
56c46c9e5adbab1a826c0fc0,European shares rise as upbeat earnings boost sentiment,13,577,6,2016-02-17T14:50:38.022,2
56c470855adbab1a826c1aef,Lawyers attack arrested JNUSU president Kanhaiya Kumar in Patiala House court complex,62,648,6,2016-02-17T15:07:17.020,2
56c470855adbab1a826c1af0,Spanish police raid Chinese bank in money laundering probe,35,1565,6,2016-02-17T15:07:17.961,2
56c4765b5adbab1a826c2ac7,Leading Arab journalist Mohamed Hassanein Heikal dies at 92,30,786,6,2016-02-17T15:32:08.069,2
56c478455adbab1a826c3267,Pope Francis loses his cool after falling on child,118,2074,6,2016-02-17T15:40:21.604,2
56c481ef5adbab1a826c5098,Merkel: German 'national interest' for UK to remain in EU,39,520,6,2016-02-17T16:21:35.818,2
56c485d95adbab1a826c60de,Suicide bomber kills at least 10 recruits at Yemen army camp,12,433,6,2016-02-17T16:38:16.919,2
56c48f8d5adbab1a826c8580,US housing starts fall in notably cold and snowy January,14,151,6,2016-02-17T17:19:39.190,2
56c495615adbab1a826c99bc,Kurds' advance in Syria divides U.S. and Turkey as Russia bombs,32,720,6,2016-02-17T17:44:25.326,2
56c499535adbab1a826ca871,WHO Launches $56 Million Zika Response Plan,77,1484,6,2016-02-17T18:01:21.883,2
56c4a3125adbab1a826ccf78,T-Mobile 4Q profit triples as it continues adding customers,25,413,6,2016-02-17T18:42:57.266,2
56c4a3125adbab1a826ccf79,"Donald Trump: Obama is ""lucky"" I didn't run in 2012",100,1364,6,2016-02-17T18:42:58.020,2
56c4a6f55adbab1a826cdca9,Merkel repeats call for a ‚?úno fly zone‚?? in Syria,22,800,6,2016-02-17T18:59:28.958,2
56c4a6f55adbab1a826cdcab,US producer prices up 0.1 percent in January,15,181,6,2016-02-17T18:59:30.694,2
56c4aeb35adbab1a826d0058,"Bombardier to cut about 7,000 jobs, hire for growth areas",43,660,6,2016-02-17T19:32:32.920,2
56c4b2945adbab1a826d0d61,The Latest: Papal altar bumps up against border,174,2057,6,2016-02-17T19:49:05.501,2
56c4b2945adbab1a826d0d65,RAF typhoons scrambled to intercept two Russian bombers heading towards UK airspace,32,307,6,2016-02-17T19:49:08.301,2
56c4b47e5adbab1a826d13a5,Powerful Blast Strikes Turkey's Capital,515,2417,6,2016-02-17T19:57:14.036,2
56c4bc3d5adbab1a826d3a70,Exclusive - Radioactive material stolen in Iraq raises security fears,37,1518,6,2016-02-17T20:30:21.305,2
56c4d1c85adbab1a826d9ec7,"Cruz defends his trustworthiness, blasts Trump, Rubio",180,1029,6,2016-02-17T22:02:16.127,2
56c4db7c5adbab1a826dd653,Fed discussed changing interest rate path: Minutes,21,232,6,2016-02-17T22:43:39.265,2
56c4df5f5adbab1a826de91b,President Obama Is Not Attending Justice Scalia‚??s Funeral,18,299,6,2016-02-17T23:00:15.731,2
56c4e1565adbab1a826df914,The Latest: SC Gov. Haley to endorse Rubio in SC,90,479,6,2016-02-17T23:08:36.596,2
56c4e52e5adbab1a826e108e,"Football: United to 'wait and see' on Rooney's injury, says Van Gaal",58,906,6,2016-02-17T23:25:02.078,2
56c4eafb5adbab1a826e3368,The Latest: Victim says she fought back to protect baby,21,923,6,2016-02-17T23:49:47.458,2
56c4ece95adbab1a826e3c12,GOP senator open to confirmation hearing for nominee,48,642,6,2016-02-17T23:57:59.822,2
56c4eed45adbab1a826e4882,For saying gay couples ‚?úworse than animal‚?ù Nike axes Pacquiao,101,1511,6,2016-02-18T00:06:11.178,2
56c50a285adbab1a826ef82a,Florida couple claims share of $1.6B Powerball jackpot,37,850,6,2016-02-18T02:02:48.869,2
56c50e1b5adbab1a826f11b8,"Auto industry, regulators move slowly on automatic braking",14,415,6,2016-02-18T02:19:39.421,2
56c517ed5adbab1a826f5119,"Stocks leap for a third day, driven by gains in oil, tech",12,468,6,2016-02-18T03:01:33.077,2
56c51bd15adbab1a826f64b3,Latest: Officers at hotel when slaying suspect killed self,36,525,6,2016-02-18T03:18:08.762,2
56c523905adbab1a826f9d6c,Jury acquits Ohio man of stalking Gwyneth Paltrow,22,751,6,2016-02-18T03:51:12.138,2
56c52f4d5adbab1a826febb0,Hospital paid 17K ransom to hackers of its computer network,52,1459,6,2016-02-18T04:41:15.429,2
56c531425adbab1a826ff4b9,The Latest: Georgia executes former Navy crewman,30,1051,6,2016-02-18T04:49:37.595,2
56c531425adbab1a826ff4bb,Japan slips back to deficit as exports tumble 13 percent,7,189,6,2016-02-18T04:49:38.991,2
56c540dc5adbab1a827061b9,President Obama expected to visit Cuba in March,279,2076,6,2016-02-18T05:56:08.407,2
56c546bc5adbab1a8270899f,Qld jobless rate jumps to 6.4 per cent,13,223,6,2016-02-18T06:21:16.648,2
56c552775adbab1a8270e10c,Feds: pipe corrosion led to Santa Barbara oil spill in May,4,219,6,2016-02-18T07:11:17.440,2
56c55c4b5adbab1a82712e63,Top Asian News 4:58 a.m. GMT,68,821,6,2016-02-18T07:53:13.185,2
56c56de55adbab1a8271b3b4,Apple Pay launches in China where e-payments widely used,40,1224,6,2016-02-18T09:08:20.999,2
56c573bb5adbab1a8271e0f5,"Cliven Bundy, 4 Others, Face Federal Indictment in Nevada",26,872,6,2016-02-18T09:33:15.172,2
56c583585adbab1a827255e9,"Cosby sues sex-assault accuser, lawyer for contract breach",45,1633,6,2016-02-18T10:39:52.099,2
56c585465adbab1a82726302,Toyota recalling 2.9 million vehicles globally over seatbelt issue,40,837,6,2016-02-18T10:48:05.279,2
56c585465adbab1a82726303,"Nestle net profit dips 37 pct over strong franc, deal-making",17,567,6,2016-02-18T10:48:06.073,2
