_id,episodeTitle,eventsNum,rssLifeExpectancy,fetchStatus,rssRegDate,day
56d4c4e75adbabe06450009a,Erin Andrews stalker says money was motive for nude videos,23,405,6,2016-03-01T00:23:35.333,3
56d4c9405adbabe0645000ae,Prosecutor: Man to plead guilty to 2 students' slayings,12,247,6,2016-03-01T00:42:08.461,3
56d4cfc65adbabe0645000de,The Latest: Brother in pastor's shooting sued him over money,16,285,6,2016-03-01T01:09:57.339,3
56d4cfc65adbabe0645000df,"New, stronger FDA warning for Essure birth control implant",21,751,6,2016-03-01T01:09:58.040,3
56d4d4185adbabe0645004c2,NY Judge: US Cannot Make Apple Provide iPhone Data,135,1392,6,2016-03-01T01:28:20.291,3
56d4d87a5adbabe0645005c6,"Clinton email on North Korea deemed secret, not 'top secret'",36,1128,6,2016-03-01T01:47:06.199,3
56d4daae5adbabe064500690,Cool Hand Luke Actor George Kennedy Dies at 91,70,1030,6,2016-03-01T01:56:28.619,3
56d4e5775adbabe0645007c4,Study: 1st evidence that Zika may cause temporary paralysis,73,1302,6,2016-03-01T02:42:30.880,3
56d4ee315adbabe064500c08,Valeant's stock plunges 18 pct as company's headaches mount,38,1182,6,2016-03-01T03:19:45.480,3
56d50c845adbabe064501612,Survey: China Manufacturing Index Dips to Lowest Since 2011,24,288,6,2016-03-01T05:29:07.214,3
56d513035adbabe064501632,Community members recall man fatally shot by police officer,58,1691,6,2016-03-01T05:56:51.594,3
56d519875adbabe064501a67,Health groups aim to make medical records easier to access,6,170,6,2016-03-01T06:24:39.924,3
56d522345adbabe064501dfa,Woman carrying 4-year-old child's severed head arrested,19,386,6,2016-03-01T07:01:40.585,3
56d526915adbabe064501e0a,North Korea must 'pay price' for nuclear test: Park,649,5599,6,2016-03-01T07:20:14.385,3
56d52f515adbabe064501ea3,More than US$1 billion deposited into Najib‚??s accounts: WSJ,50,1225,6,2016-03-01T07:57:37.567,3
56d533ba5adbabe06450243a,China's president tries to calm waters with Vietnam amid heightened tensions over rival claims in South China Sea,17,328,6,2016-03-01T08:16:25.069,3
56d538105adbabe06450255d,"Missing Hong Kong bookseller to give up British passport, denies being kidnapped",27,784,6,2016-03-01T08:34:56.225,3
56d540c95adbabe064502585,Clashes as France starts destroying 'Jungle' migrant camp,54,909,6,2016-03-01T09:12:08.520,3
56d54bb05adbabe064502c73,West Bank clash with Israeli soldiers kills Palestinian,60,1367,6,2016-03-01T09:58:39.364,3
56d556995adbabe064502d4d,Barclays to sell out of Barclays Africa over two to three years,97,916,6,2016-03-01T10:45:13.687,3
56d558c55adbabe064502d57,Russian warplanes sit idle on Syria base during cease-fire,7,387,6,2016-03-01T10:54:29.557,3
56d55d2a5adbabe064502dc7,Nepal to extend permits of 2015 Everest climbers,15,429,6,2016-03-01T11:13:12.501,3
56d55f555adbabe064503255,UPDATE 1-Glencore lifts asset sales target as 2015 profit falls 32 pct,22,510,6,2016-03-01T11:22:29.262,3
56d561805adbabe06450334c,Myanmar brings forward date for presidential nominations to March 10,11,327,6,2016-03-01T11:31:44.985,3
56d570c35adbabe0645035bd,"Oman police say 18 killed, 16 injured in bus crash",28,759,6,2016-03-01T12:36:50.401,3
56d577385adbabe064503b43,"BMW rolls out new models, sees modest growth in Europe, Chin",7,175,6,2016-03-01T13:04:21.447,3
56d577385adbabe064503b45,ICE considers counter bid for London Stock Exchange Group,52,1158,6,2016-03-01T13:04:22.875,3
56d577385adbabe064503b46,Iraqi forces launch push to retake area north of Baghdad,22,788,6,2016-03-01T13:04:23.796,3
56d57ffa5adbabe064503def,Executed Pakistani bodyguard Mumtaz Qadri praised as hero of Islam for supporting blasphemy law,42,918,6,2016-03-01T13:41:45.893,3
56d5845e5adbabe064503e03,Zimbabwe‚??s Mujuru officially launches political party to challenge Mugabe,31,620,6,2016-03-01T14:00:29.484,3
56d5845e5adbabe064503e04,Omagh bombing charges dropped against Seamus Daly before case reaches Belfast Crown Court,43,649,6,2016-03-01T14:00:30.372,3
56d5918e5adbabe0645044a3,Eurozone jobless rate drops to lowest since August 2011,21,293,6,2016-03-01T14:56:46.587,3
56d5a3135adbabe06450470b,"New bin Laden documents show a suspicious, pressured al Qaeda",8,243,6,2016-03-01T16:11:30.937,3
56d5a3135adbabe06450470c,Spain: Pro-independence Basque leader released from jail,12,759,6,2016-03-01T16:11:31.611,3
56d5b0305adbabe06450509a,Migrants occupy shanty rooftops to protest Calais demolition,5,179,6,2016-03-01T17:07:27.082,3
56d5b49f5adbabe0645050b0,Osama Bin Laden Wanted Much of His Fortune Used 'On Jihad',111,1968,6,2016-03-01T17:26:23.147,3
56d5bb5c5adbabe0645050cd,Automakers post healthy February sales gains,55,1205,6,2016-03-01T17:55:04.263,3
56d5bb5c5adbabe0645050ce,"Former UN climate official charged with stalking, harassment",13,481,6,2016-03-01T17:55:08.605,3
56d5c44b5adbabe06450593a,Honeywell walks away from $90B bid for United Technologies,14,367,6,2016-03-01T18:33:07.592,3
56d5c8e25adbabe0645059fc,Rolling Stones to play March 25 show in Havana,61,1057,6,2016-03-01T18:52:34.250,3
56d5c8e25adbabe064505a00,The Latest: Lawyer denies Ohio boy's school shooting charges,36,545,6,2016-03-01T18:52:47.700,3
56d5d1ed5adbabe064505a28,Ryan: GOP nominee must reject bigotry,50,346,6,2016-03-01T19:31:21.884,3
56d5dab25adbabe064505cae,Grand jury: 2 bishops hid sex abuse of hundreds of children,23,680,6,2016-03-01T20:08:50.859,3
56d5e37c5adbabe064505f96,Facebook's Latin American boss arrested in Brazil,35,648,6,2016-03-01T20:46:12.913,3
56d5ea065adbabe064505fb7,Russia says global deal to cap oil output is close,17,443,6,2016-03-01T21:14:13.525,3
56d5ea065adbabe064505fb8,Homecoming for 2 spacemen after year aloft: 'We did it!',313,4385,6,2016-03-01T21:14:14.289,3
56d5f0c15adbabe064506625,"Apple, FBI stake out competing sides",133,1311,6,2016-03-01T21:42:50.951,3
56d5f55d5adbabe0645068f2,U.N. to restart Syria peace talks on March 9,42,639,6,2016-03-01T22:02:36.126,3
56d5f55d5adbabe0645068f3,S.Africa's Zuma easily wins no-confidence vote,45,787,6,2016-03-01T22:02:37.004,3
56d5fc305adbabe064506a2b,"Obama, GOP leaders meet at White House but still butt heads over high court nominee",45,947,6,2016-03-01T22:31:41.899,3
56d607435adbabe064506a5c,Andrews says she'll never get over nude videos,36,769,6,2016-03-01T23:18:57.821,3
56d60bc05adbabe0645071d3,GOP leaders: No place for bigotry in the Republican Party,0,0,6,2016-03-01T23:38:04.042,3
56d60bc05adbabe0645071d7,NY court says fraud suit over Trump University can continue,0,0,6,2016-03-01T23:38:06.986,3
56d610405adbabe06450747d,GOP leaders: No place for bigotry in the Republican Party,24,337,6,2016-03-01T23:57:15.206,3
56d610405adbabe064507483,NY court says fraud suit over Trump University can continue,8,262,6,2016-03-01T23:57:19.391,3
56d62d395adbabe064507e9f,Appeals court puts Bill Cosby's criminal case on hold,7,125,6,2016-03-02T02:00:57.804,3
56d6319c5adbabe064507eb2,"Gardner pegs Leicester back, Chelsea up to 8th",14,229,6,2016-03-02T02:19:39.402,3
56d6319c5adbabe064507eb3,Yankees' Aroldis Chapman agrees to 30-game suspension,18,654,6,2016-03-02T02:19:40.054,3
56d636115adbabe064507ec4,South Dakota Governor Vetoes Law on Transgender Bathrooms,43,1019,6,2016-03-02T02:38:39.712,3
56d63ccb5adbabe06450868b,Attorney General turns up the heat in public war with Apple,6,86,6,2016-03-02T03:07:23.586,3
56d64a2e5adbabe0645089c0,"Exit poll: Women, blacks, older voters for Clinton in VA, GA",51,759,6,2016-03-02T04:04:28.175,3
56d650e55adbabe064508ae4,"Clinton projected to win Virginia, Georgia; Sanders projected to win Vermont",0,0,6,2016-03-02T04:33:03.957,3
56d650e55adbabe064508aeb,Rays' March 22 exhibition vs Cuba in Havana is finalized,18,351,6,2016-03-02T04:33:09.356,3
56d65e375adbabe06450957b,Chesapeake Energy ex-CEO McClendon indicted,19,349,6,2016-03-02T05:29:58.972,3
56d660705adbabe064509585,China's militarization of South China Sea will have consequences - U.S.,14,682,6,2016-03-02T05:39:27.933,3
56d664e55adbabe064509597,Clinton solidifies lead with wins in 5 states,2,32,6,2016-03-02T05:58:27.661,3
56d669745adbabe064509dff,Bernie Sanders wins Democratic primary in Oklahoma,7,32,6,2016-03-02T06:17:51.423,3
56d66bbc5adbabe064509ead,Ted Cruz wins Republican presidential primary in Oklahoma,0,0,6,2016-03-02T06:27:40.960,3
56d66e035adbabe064509f63,Bernie Sanders wins Democratic primary in Oklahoma,2,7,6,2016-03-02T06:37:18.119,3
56d672915adbabe064509f7c,"Moody's cuts China outlook to 'negative' - cites reform, fiscal risks",41,1208,6,2016-03-02T06:56:48.572,3
56d679655adbabe064509f9c,Ao vivo Agora Made in Germany 05:00 UTC DW News,16,726,6,2016-03-02T07:25:57.837,3
56d684da5adbabe06450aae1,"Viewer‚??s Guide: After Super Tuesday, cold hard delegate math",0,0,6,2016-03-02T08:14:44.356,3
56d684da5adbabe06450aae2,Ted Cruz Wins Republican Presidential Primary in Oklahoma,22,348,6,2016-03-02T08:14:45.251,3
56d692ef5adbabe06450ab46,Philippines spots suspected Chinese ships at disputed atoll,35,1051,6,2016-03-02T09:14:55.169,3
56d69ab35adbabe06450b6b4,Asian stocks jump cheered by Wall Street after economic data,11,380,6,2016-03-02T09:48:02.989,3
56d69d2a5adbabe06450b724,Israeli army: forces shoot and kill 2 Palestinian attackers,16,619,6,2016-03-02T09:58:33.436,3
56d6addd5adbabe06450c21c,UN: Violence kills 670 across Iraq in February,7,238,6,2016-03-02T11:09:49.335,3
56d6b3565adbabe06450c3b3,"Explosions, gunfire heard near Indian consulate in Afghan city",42,927,6,2016-03-02T11:33:09.849,3
56d6c2215adbabe06450c4d5,Gulf nations declare Lebanon's Hezbollah a terrorist group,55,793,6,2016-03-02T12:36:16.337,3
56d6d0ec5adbabe06450d0f0,Uzbek woman says in court 'Allah ordered' her to sever child's head,41,773,6,2016-03-02T13:39:20.042,3
