_id,episodeTitle,eventsNum,rssLifeExpectancy,fetchStatus,rssRegDate,day
579e68b65adbabe4bf2d0402,Seattle suburb mourns deaths of 3 shot at house party,0,0,6,2016-08-01T00:08:06.730,8
579e6ae65adbabe4bf2d040b,Crews Continue Battle Against Growing Big Sur Wildfire,0,0,6,2016-08-01T00:17:24.914,8
579e717b5adbabe4bf2d0428,'No great options' facing ex-sheriff in corruption case,0,0,6,2016-08-01T00:45:27.882,8
579e73b25adbabe4bf2d043f,Soldier charged in wife's death sentenced for child porn,0,0,6,2016-08-01T00:54:58.051,8
579e7a3e5adbabe4bf2d05d7,The Latest: Ryan says Muslims in military should be honored,0,0,6,2016-08-01T01:22:54.929,8
579e82f45adbabe4bf2d0659,US Election: Mother of slain Muslim soldier says Donald Trump's comments show ignorance,0,0,6,2016-08-01T02:00:04.163,8
579e87545adbabe4bf2d066b,South Bank fairground: Nineteen rescued from Starflyer ride,0,0,6,2016-08-01T02:18:40.919,8
579e89845adbabe4bf2d0677,"Trump: Crimea's People Prefer Russia, But If He's Elected Putin Is 'Not Going Into Ukraine'",0,0,6,2016-08-01T02:28:04.106,8
579e901d5adbabe4bf2d075e,"Afghan official: Blast shakes city, possible attack",0,0,6,2016-08-01T02:56:12.289,8
579e924c5adbabe4bf2d0769,The Latest: 9 suspected of raiding Erdogan hotel captured,0,0,6,2016-08-01T03:05:32.692,8
579e94835adbabe4bf2d0773,Clinton accuses Trump of degrading ...,0,0,6,2016-08-01T03:14:59.562,8
579e96b25adbabe4bf2d077b,Walker wins PGA Championship by one stroke over Day,0,0,6,2016-08-01T03:24:14.856,8
579e96b25adbabe4bf2d077c,Pope won't discuss Pell accusations,0,0,6,2016-08-01T03:24:16.702,8
579e9b0e5adbabe4bf2d07a3,IDs on 16 dead in balloon crash seen as a 'long process',0,0,6,2016-08-01T03:42:46.325,8
579e9d455adbabe4bf2d07b2,Entertainment 1 HRS AGO Miss Teen USA winner to keep crown despite racist tweets,0,0,6,2016-08-01T03:52:21.371,8
579ea8395adbabe4bf2d07e3,"Pope: not right to talk about a 'violent, terrorist' Islam",0,0,6,2016-08-01T04:39:03.634,8
579eac985adbabe4bf2d07f7,The Latest: Balloon pilot had record of DWI in Missouri,0,0,6,2016-08-01T04:57:43.011,8
579eac985adbabe4bf2d07f8,Golf 34 mins ago 8:09 p.m. Jimmy Walker wins a marathon at the PGA Championship,0,0,6,2016-08-01T04:57:44.723,8
579ebc025adbabe4bf2d09a4,Orioles acquire LHP Miley from Mariners,3,24,6,2016-08-01T06:03:30.666,8
579ebe315adbabe4bf2d09ae,"Taliban claims truck blast on key Kabul compound, reports dozens of casualties",0,0,6,2016-08-01T06:12:49.765,8
579ec0675adbabe4bf2d09b8,5-year-old killed by lightning on Outer Banks beach,0,0,6,2016-08-01T06:22:15.482,8
579ecb585adbabe4bf2d09e9,Alba calls for end to gun violence at Teen Choice Awards,0,0,6,2016-08-01T07:08:54.814,8
579ecd865adbabe4bf2d09f3,"Turning back on Trump, Koch network focuses on Senate",13,426,6,2016-08-01T07:18:13.424,8
579ed1e45adbabe4bf2d0a04,It has been a very interesting year for golf We are in an ...,0,0,6,2016-08-01T07:36:45.320,8
579ed1e45adbabe4bf2d0a07,F1 supremo Bernie Ecclestone's mother-in-law released from kidnappers,0,0,6,2016-08-01T07:36:50.416,8
579ed64a5adbabe4bf2d0a1a,2 ex-Temple University officers accused of killing woman,0,0,6,2016-08-01T07:55:35.008,8
579ed64a5adbabe4bf2d0a1c,US Capitol plot suspect due in court for plea hearing,0,0,6,2016-08-01T07:55:38.047,8
579ed8815adbabe4bf2d0a22,Expert to Rio athletes: 'Don't put your head under water',37,1591,6,2016-08-01T08:04:59.003,8
579ee1575adbabe4bf2d0a4e,"Asian markets shrug off bleak US data, Chinese shares drop",0,0,6,2016-08-01T08:42:47.957,8
579eec4a5adbabe4bf2d0a82,Markets Live: ASX in pre-RBA rally,0,0,6,2016-08-01T09:29:26.885,8
579eee795adbabe4bf2d0a8d,Surveys show Chinese manufacturing weak in July,0,0,6,2016-08-01T09:38:47.769,8
